userName,score,at,content
Lihin,1,2021-10-11 17:43:24,"""Cannot marshall response payload"" Masih belum difixing juga?"
David Wu,1,2021-09-29 08:52:09,application's unstable
fan vane,1,2021-09-16 03:00:26,This bad app. I don't like this
Sweinskemspinssynscki Cruiszeeiychnov,1,2021-10-08 09:26:46,Force close always
agus kastari,3,2021-10-07 09:46:22,why i can't input a date of birth data ?
KNAJ,1,2021-09-22 23:52:49,I would give this app a zero star if i could.
Citra Milano,5,2021-09-27 00:01:23,Nice application.. Thank you
Rabbani Haswi,1,2021-09-24 11:23:36,The most worst app i've ever tried
Arief rahman baihaqi,5,2021-10-09 09:54:42,Good apps for pandemic
William Su,1,2021-09-25 08:13:16,why google removed my original comment about this app only being a sinister politic tool for vaccination ?
Dwi Setyaningrum,1,2021-10-12 00:32:12,dont served it purpose as case tracer
Salwa Kharisma,1,2021-10-08 23:53:03,"I've been vaccinated but my status is protected, it's still red"
Ardan Damawan,1,2021-09-20 05:34:53,"No need explanation, its just sucks."
Ririt,2,2021-09-23 01:19:28,can't input my data
Marsya Faby,1,2021-09-17 09:35:34,Masa pas scan qr masuk2 namanya org lain hadeh
Patek,1,2021-09-23 04:54:30,"Ahh yes, the battery drainer"
Eversnow,1,2021-09-29 16:01:01,Too much bugs
Timothy Teguh Abdi Harry,1,2021-09-17 02:16:28,This app suspects illness and human relations without any data or questionnaire to its member.
Ahmad Lanang Sambada,1,2021-09-16 23:17:57,Bugs for my old phone
roctovia,2,2021-09-20 02:10:54,"Getting better, now I can see my certificate"
Wilda Elza,5,2021-09-30 01:18:14,"Abis complain langsung bisa 100%, good service"
Aan Sanjaya,1,2021-09-29 22:48:01,"""cannot marshal response payload"". Ampas"
Lisa pw,5,2021-10-11 13:39:19,Easy and helpuff
Yulianah Baghirova,1,2021-09-30 17:51:21,Can't even allow me to register 😒
Tria Triyo,1,2021-09-28 12:14:27,"Can't get verification code, cat vaccine :)"
Frida Kusumo,5,2021-09-15 03:06:14,It's an easy passport
Dityas Sonantha,1,2021-09-14 02:29:47,Improve it or replace it!!!!
Guessme,1,2021-10-02 13:14:41,Failed to register. What's wrong?!
maulana ibrahim,5,2021-09-26 07:40:29,It's very good application
Ayahnda Zia,1,2021-10-03 14:41:59,Not user friendly
Duma Juniati,1,2021-09-30 16:48:45,"I can fulfill my data, thousand timebt have tried"
Heriyanto Heriyanto,1,2021-10-02 03:02:15,Not user friendly
syaichul fadhil,1,2021-09-15 04:04:39,invalid signature benerin dong
last delta,5,2021-10-02 11:12:51,Please Update application for everyone
Dewi Eka Sulistyaningrum,1,2021-09-20 03:10:49,Can't open ..fix it oke...
Andina Aprilina,1,2021-10-02 04:12:32,masih sering error.
Adrian Young,5,2021-10-04 09:46:19,Never ran across any issues tbh
pless,1,2021-10-09 15:56:06,i don't know how my app uninstalling itself
Alfi Scofield,1,2021-09-18 23:19:55,Trash app.thats it.that's explained everything
ganda sandhi,1,2021-10-08 09:41:55,"Tetaplah menjadi ""#1 in top free medical"" walaupun gak berguna. LOL"
Fery Alit Kurniawan,1,2021-10-02 08:08:13,Too many bugs
Singgih Ikhsan19,1,2021-10-08 06:58:35,Cannot marshal response terusss
Jini,1,2021-10-03 12:24:16,Makan noh app error mulu
Pingky,1,2021-09-30 11:10:32,It bugs a lot :))))))))
Gerald Wisnar,1,2021-10-10 11:41:38,WORTHLESS garbage that doesn't work one bite
Victor Kwan,4,2021-09-15 05:49:35,Now is working well
dwiki rizkyan setiyanto,1,2021-09-19 11:26:14,Poor apps! Useless
Nanang Kutipak,1,2021-09-30 10:49:57,Consume battery rapidly
Dio Chingy,4,2021-09-15 13:29:40,How to change english language prevention??
bunga rahmadinia,3,2021-10-05 02:02:54,i can't install this app
Fathia R.N Husna,1,2021-09-23 02:03:51,I cannot log In!!!!
L3xus,1,2021-09-30 11:10:25,Your server is so slow.
Attar Game,1,2021-10-04 23:35:03,Not user friendly
Izha Et Des Chouettes,1,2021-10-05 17:03:57,Too many bugs
Erwin Abu Ghaza,1,2021-09-17 14:21:54,Need more development
Angelina,4,2021-10-05 11:30:54,thanks for the response!
Yosia Simanjuntak,5,2021-09-27 14:44:31,Keep up the good work
Hi Azka,1,2021-10-03 23:50:54,"I've vaccinated 2x, but why didn't I get a vaccine certificate??"
nan way,1,2021-09-16 11:44:05,sorry but this is garbage
Nico R,1,2021-09-15 13:30:43,Slow app. Drains my baterry fast
Kasa Jarati,2,2021-10-09 03:50:27,Too much bug
Audie Eman,5,2021-09-28 08:22:34,Fast n good service
Ameylia Annisa,2,2021-09-16 14:36:16,I CAN'T UPDATE THIS APP!!
bintang nass3,1,2021-10-04 01:24:07,Apk gaje internal server error Mulu gajelas
Saut Sinaga,1,2021-09-22 03:12:37,What an useless app. Dont even know what it for.
7an nina,5,2021-09-25 08:13:54,Good app... Easy to use 😇👍🏼
Budi Hermansyah,1,2021-09-17 15:56:18,Ga user friendly dan menyusahkan
i putu Sudirasa,1,2021-09-16 02:49:02,Can not access the vaccination certificate
Imam Fay,4,2021-10-06 00:27:51,Sometime working some time not
Hendry Kaunang,5,2021-09-15 02:51:44,Very good... help alot.
Lelly Hasni P,1,2021-10-06 10:15:18,Not user friendly
wahyu budhi,4,2021-09-25 04:38:23,Need more improvement
Leeuz Lak,1,2021-09-23 14:41:17,Garbage and useless app
sarah84v,5,2021-10-06 08:16:03,need no passport not nik 😔😔
Ramasamy Krishna Moorthy R,5,2021-09-14 03:07:05,Good updated always
ling ling,1,2021-10-03 06:31:22,Full of bug
Dea Suzanne,1,2021-09-24 00:28:23,ALWAYS ERROR!! BAD APPLICATION
Albi Fardzan,5,2021-09-19 01:49:07,"App mantap boss, good job"
y tanzil,1,2021-09-18 04:30:24,This app drain the battery
Aisyah Husna Amaliyah,1,2021-09-27 02:30:48,jelek banget error mulu.
Febri Rachmatullah,1,2021-09-16 11:43:19,Slow and heavy
Arafi Hanggrahita Himantaka,1,2021-09-14 03:11:30,Thx Indonesian government for this app
De Demplon,3,2021-09-18 08:21:15,Only date of birth!!! Takes time
Ignatius Hendry,1,2021-10-01 05:22:56,Useless app by corrupt government
Fadhli Rahman,1,2021-10-03 02:03:17,Too many bug
Fio Abdillah,1,2021-10-01 07:05:03,Can't even input your birthdate data
ׁ,1,2021-09-19 04:30:14,"nothing bad, im just dont like it"
Jan Adrianus Gunawan,1,2021-09-16 03:46:38,Cannot combine account
Megatian Kemas,1,2021-09-26 10:03:27,Worst app I ever had!
Yudhistira A.S,1,2021-09-24 14:37:28,wasteful of resources
jacob GMAIL,5,2021-09-19 16:43:10,I am happy with this app
Candra Harja,1,2021-09-15 04:37:05,I cant fulfill my vaccine certificate what a dissapointment.
Herdian Ferdianto,1,2021-09-26 11:35:10,GPS taking out battery
39 Yusuf Izsa Mahendra,4,2021-09-18 15:04:07,Good application covid 19
Yusuf Ardi,1,2021-09-15 02:18:59,This app is not ready
Paulina Dian Kurniawati,1,2021-09-22 06:58:35,This app is a trash!
jimmy Lesmana,5,2021-09-24 00:50:42,Very very usefull
gunawan Ong,1,2021-10-05 03:39:04,Insist us to allowed them tracking us all the time
Harrianto Noerhali,1,2021-09-29 08:05:40,Aplikasi sampah still no solution
Fazrii Mimi,5,2021-10-11 02:20:43,This application is helpfully
Bayu Rusamsi,1,2021-10-04 14:02:07,"Gaknuser friendly, malah ngerepotin"
Kuroki Kujo,1,2021-10-03 11:38:02,Can't login
Prabowo Negoro,1,2021-10-01 06:19:25,I can't registrate my account no matter what i did...
Nathan Raditya,1,2021-10-04 10:35:31,"Trash, you made me missed my movie!"
Omry Adi,5,2021-10-11 09:37:15,Easy to use
Burger Gaming,5,2021-09-21 04:59:29,Easy to use
Krisnanda Mavira,1,2021-09-25 02:50:09,Force you to activate your gps
yasuko ysk,5,2021-09-18 07:42:49,Its easy to used...
Dita H,1,2021-09-20 10:46:11,server error melulu
arie,3,2021-09-26 09:58:42,I don't really need this
Melanie Smith,3,2021-10-06 08:37:02,Is there a English version so we can read what says Melanie.
fahmi fauzi,1,2021-09-23 23:29:37,geo tagging ga akurat
Fatmah Harbelubun,5,2021-09-18 08:42:40,Why I can't input my date of birth?
Ryandi Ari,1,2021-09-14 11:16:02,Force closed on Xiaomi mi 5
Harmony Ginting,3,2021-10-01 05:10:04,Tipical middle progeamers products
fathir fauzi,1,2021-10-12 02:39:30,Not able to get the certivicate
Taufik Syawwalludin,1,2021-10-02 22:10:16,Idk but i'm so confused about this application
Mulki,1,2021-09-14 04:39:35,please dont track my everyday life
Taufik Ismail,1,2021-09-27 16:03:04,stuck at login
AAAR,2,2021-10-05 11:45:00,Anniversary reward is bad
chimenk 666,1,2021-10-03 04:19:33,I can't see my vaccine certificate on this app
Gusti Ayu Sandra,1,2021-10-02 08:20:14,Registration attempt failed
Jhound Pio,1,2021-09-27 11:01:25,Please fix the otp code problem
Elfiyana Hartadi,3,2021-10-08 05:04:08,Vaccine status is not updated
last month,1,2021-09-30 09:49:45,doesn't work
mohammad fauzie,5,2021-09-19 07:41:02,It's great app...
Rizaldy Arigi,1,2021-09-18 00:09:16,Drain battery fast
dallyn goveas,5,2021-09-28 14:25:30,Easy to use
Victor Nainggolan,5,2021-09-17 17:41:36,This app save lives. Ppl argument on the privacy.. hey come on... they dont care what u gonna to do.. if u doin crime... of course ur gonna bla bla bla ... come on
Tengku Faisal,1,2021-09-29 07:50:29,"ribeut, susah update"
achmad inot,5,2021-09-16 04:13:00,Need more improvement
Yudha Tuegeh,5,2021-10-05 11:28:37,Easy to use....
Wisnu ginanjar,4,2021-09-24 03:50:43,Getting better the apps
Laaras Puspitaa,1,2021-09-17 06:01:26,Idk whats wrong with this app
Ibank Vaitriani,1,2021-09-30 03:57:28,To hard to use
Melanie Setiawan,5,2021-10-05 18:27:29,Ok. It's quite helpful
Eddy Purwanto,5,2021-09-15 11:58:08,Easy to use
Moekhamad Isyak,5,2021-09-29 05:00:16,Easy to use
Marthinus Liman,1,2021-09-15 11:06:16,I can't complete my profile
Ira Sally Fitri,1,2021-10-03 10:50:43,nice business (y)
Sarmedi Purba,4,2021-10-05 17:37:58,Good and fast
Akhmad Kanzul F,5,2021-09-14 04:23:49,It works well
Ray Aston,1,2021-09-15 03:00:30,"Susah Login bos, what happen?"
Ida Tejawiani,5,2021-09-17 03:51:34,Very good application
Naz Dezigns,1,2021-10-04 01:00:55,Saat dibutuhkan eh... INTERNAL SERVER ERROR
Endang Rigwan,5,2021-10-07 09:49:02,Worthy dan helpful application
Hugh Valenti,1,2021-10-02 13:11:22,How do I get it in English to do my ehac Where is English version
Hoesni Hoesni,1,2021-09-22 22:56:54,"Its a half baked app and its govt's so what do you expect, LOL"
Tri Harta,4,2021-09-23 12:14:04,So far it is great
Tems Lyrics,1,2021-09-30 00:48:15,Bad app and useless
Afiff Rizki,5,2021-09-24 07:31:52,Very User Friendly
Ramadanish nugroho,1,2021-09-21 01:37:21,Such a terrible application
Slamet Untung,3,2021-09-25 23:50:56,No space to complain
No Rita,1,2021-10-08 15:25:59,Can not in this app
Ananda Rizqy Ramadhan,4,2021-09-20 08:46:47,worked as it supposed to be
Candra Eruhaben,1,2021-10-01 11:03:21,I cant even sign up
Clara Aristya,5,2021-09-28 02:25:28,I love this app
Yudha A,1,2021-10-02 02:28:37,This aplication is very bad
Soegeng Waloejo Herwandono,5,2021-09-16 14:52:48,Easy to use
Yanuar Risqi,1,2021-09-15 04:02:06,Full of bugs meh
Bobe Azam,1,2021-09-21 13:17:57,NOT STABLE ... COMPLICATED PROCESS
Maura Vgn,5,2021-09-26 10:09:03,very nice app
Azdy 23,1,2021-09-14 09:22:57,I can't open my vaccine certificate.
Safiyyah Fahrani Syahpera,5,2021-09-22 03:36:43,Track and record your vaccine history digitally
Mahfut,1,2021-10-01 07:30:01,Bad respon. Welcome to indonesia
Amiruddin Amiruddin,4,2021-09-18 13:43:45,progress going good
Bee Corner,1,2021-09-25 12:51:51,Ribettt banget mau log in!!!
hendra ehen,1,2021-09-30 11:49:30,Very bad application
Abdillah Rorke,1,2021-09-23 09:02:40,Suka gagal scan/lag
Rosad Syadd24,1,2021-09-22 05:22:32,Scanner not use
Muhammad Luthfan Awwal Fadhlillah,1,2021-10-11 06:50:17,Cant detect my location
desak astini,5,2021-09-24 05:46:19,Easy to use.
Wisnu Wardhana,2,2021-09-29 03:36:49,"Ribet, ga simple blas"
DE MUSA,2,2021-09-22 01:19:19,Update update mulu
Ricky Pratama Fanly,1,2021-09-16 08:08:26,i cant login to this app
thaliban hudzaifah,1,2021-09-18 01:20:53,This app is suspicious because redbull power
vicky faizal,1,2021-10-11 12:23:51,Pendaftaran Vaksin waktu kirim otp error Cannot Marshal Response Paylod
Evan Yulianto,1,2021-10-03 09:03:47,Sering error saat checkin.. HP Samsung A50
Anjas Gunawan,2,2021-10-12 02:24:58,Ga user friendly.
dwiky shandy,1,2021-10-06 19:22:18,Much of bug
Ririayam,1,2021-09-16 03:48:13,Selalu Force Close aplikasinya
Ryan Prima,1,2021-10-02 01:31:12,Takes forever to send otp
NANSUY PH,1,2021-10-02 07:12:10,Error mulu why?
jefta alvon,5,2021-09-28 16:05:01,Very good app
Susi Soedirdjo,4,2021-09-24 02:24:21,The app's getting better
marvin Leonard,1,2021-10-02 04:22:04,Internal serv3r eror. Aplikasi sampah
Tatum Puspasari,1,2021-09-25 11:55:43,The worst legal app ever!
Fida Izzatun Nafsi,5,2021-10-01 02:29:57,It works nicely
Wisnu Hendra Wijaya,3,2021-09-19 06:37:10,I cant diwnload it.. Why?
Ron Brooks,1,2021-09-28 00:47:03,Won't update
Arini Ridha,5,2021-09-14 23:33:52,It keeps stopping
Maryanto Sukirdi,5,2021-09-24 01:35:40,Good aplikasi... Good respone..
Pelangi Diawan,5,2021-10-05 15:41:43,"help us, thank you"
galih nugraha,1,2021-09-30 08:44:47,Very bad apps
Zulvani Abdullah,1,2021-10-04 23:37:21,Very bad apps
CLone Jose,1,2021-09-30 10:14:27,ribet no english
Hadis Surya Al Amin,1,2021-09-22 02:49:48,ga bisa isi tanggal lahir android ver 5.1
Toto Suprianto,1,2021-09-21 04:17:34,Force closed terus
Hermin Sabaruddin,5,2021-10-02 22:21:46,very good aplication
Yosia Christianto,1,2021-10-09 05:10:42,Worst App ever !!!
Megolaznazia -iOne,1,2021-10-03 07:31:36,"Lacak teruus, privacy 0"
Amel AriaBima,5,2021-09-17 02:02:43,Helps me to go anywhere ☺️👍
aldo siregar,1,2021-10-04 18:07:31,drain my battery so bad
Muhammad Farhan Bachtiar,1,2021-09-23 10:23:20,Out of range
Inot Javanovic,2,2021-10-02 16:22:04,Confusing... So late...
ilham bayu,1,2021-10-11 09:08:15,"Otp no match trs , gblk cok, gmn mau vaksin"
ZiKha,3,2021-09-16 04:42:27,i can't get the seritficate
mochammad ariffudin,1,2021-09-27 15:12:15,Hack app? Cannot stop
HACKYANG YARTONOVENALIO,3,2021-09-15 12:02:48,I can't input my lab result test PCR from Kimia Farma or another lab.. so i just have 2 certificate of vaksin. Hmmm
Muhammad Zyan Zikrillah,2,2021-10-02 22:32:55,Background locations mengganggu
Desita Dwinurdiani,3,2021-09-16 00:58:56,LOW BUDGET APPS !!
gabriella,1,2021-09-27 00:29:39,"poo poo apps, made by poo poo govt."
Fadil d Akwan,1,2021-09-18 06:47:08,I even can't install it
Dave Alexander Gschwind,1,2021-10-04 01:29:00,Its so god damm slow
vino frost,1,2021-10-03 12:54:51,"Mandatorial vaccine?, looks like we back to Nazi era boys, asking the jews about their passport now we have the similar thing happening in this age.... Fascist authoritarian government"
Windy,1,2021-10-01 23:42:59,My data not show
My name's Kyle,2,2021-10-01 09:44:35,Why my name's invalid? I want to check my vaccine certificate
Ario Bayuseto,1,2021-09-24 20:05:05,"Iki pie to jal, aku wis ngenteni otp code ra mlebu mlebu ning hp, wis wolak walik input ktp, birthdey, no hp, wis jan ra teko teko otp ne, aku kudu piye ki"
Ricki Rollin,1,2021-09-30 05:07:54,Need more reward anniversary
Nurul Maulida,1,2021-10-03 01:15:06,such an application that take away people's FREEDOM!!!
Kensou Kuusanagi,1,2021-10-04 10:12:44,Pas chek in selalu eror ? Why?
wall mart,1,2021-09-20 15:10:16,Extremely bad useless
rachmi putri,1,2021-10-02 04:11:31,I can not save my NIK and Birth date.
Kevin Reinhart,3,2021-10-10 11:31:21,Scan qr code nya gabisa nih
Yozn Musi,1,2021-09-15 07:48:30,Not real-time
Caezarlov Nugraha,1,2021-10-09 10:18:12,A tracker app
Laily Rachmawati,5,2021-09-26 07:58:19,Easy too used
Ridwan Tangkilisan,1,2021-09-24 02:03:28,Cant fill the birthdate.
dinoroy aritonang,1,2021-10-04 13:42:17,Gak bs download..pending terus
Asep Simangunsong,1,2021-10-09 04:54:53,Not Friendly user
Eliezer Dimas Pradana,1,2021-09-16 04:19:46,This app is trash
Hary Ansyah R,1,2021-09-15 13:13:30,Can't access
Ak Hakam,1,2021-10-03 04:58:26,Aplikasi error terooos
Patricia Maria,4,2021-09-20 11:55:07,Its started bugging-
Rakha Guntur,1,2021-09-20 08:40:46,Forced to download by the government
Aditya D Pradana,1,2021-09-30 08:00:45,Very bad app
Maffan Orlando,1,2021-09-19 14:04:49,THE WORST APP EVER!!!
Rachman Wibisono,1,2021-10-02 21:46:12,Vaksin sudah (Certified)... Covid None... tapi status MERAH How come.... ?????
gammaela el assandro,1,2021-10-02 02:43:26,Suck app many bug
Budi Hr,1,2021-09-29 13:09:06,Cannot find vaccine certificate
haris ihsan,1,2021-09-24 22:52:15,Idk..for what u need open the GPS for 24h??
Supriyanto,1,2021-09-15 02:08:39,Can't get the otp code
Rayne Garcia,1,2021-09-28 13:38:20,Can't fill date of birth
anthony dyer,1,2021-09-21 15:45:12,What about English language option?
Fadly Febriya,1,2021-09-15 09:52:00,To much bug
